"","Keyword","Article.title","Authors","Journal.title","Volume","Issue","Pages","Volume.year","DOI","Published.online.date","URL","Keword"
"3236","Sclerotinia sclerotiorum","Mechanisms and strategies of plant defense against Botrytis cinerea","Synan AbuQamar, Khaled Moustafa, Lam Son Tran","Critical Reviews in Biotechnology","37","2","p262 - p274",2017,"10.1080/07388551.2016.1271767","5-Jan-17","https://doi.org/10.1080/07388551.2016.1271767",NA
"3237","Sclerotinia sclerotiorum","Preparation, characterisation and cell viability of encapsulated Trichoderma asperellum in alginate beads","Raquel de Melo Barbosa, Christine Lamenha Luna Finkler, Murillo Lobo Junior, Gabriel Olivo Locatelli, Allyson Rodrigo de Oliveira Lopes, Gabriel Moura Mascarin","Journal of Microencapsulation","37","3","p270 - p282",2020,"10.1080/02652048.2020.1729884","5-Mar-20","https://doi.org/10.1080/02652048.2020.1729884",NA
"3238","Sclerotinia sclerotiorum","Popular summaries","","New Zealand Journal of Agricultural Research","29","2","p351 - p363",1986,"10.1080/00288233.1986.10426991","20-Jan-12","https://doi.org/10.1080/00288233.1986.10426991",NA
"3239","Sclerotinia sclerotiorum","Growth enhancement of Sesamum indicum L. by rhizosphere-competent Azotobacter chroococcum AZO2 and its antagonistic activity against Macrophomina phaseolina","R C Dubey, Varun Kumar, D K Maheshwari, R R Pandey","Archives of Phytopathology and Plant Protection","45","4","p437 - p454",2012,"10.1080/03235408.2011.587979","9-Feb-12","https://doi.org/10.1080/03235408.2011.587979",NA
"3240","Sclerotinia sclerotiorum","Induction of systemic acquired resistance in Zea mays L. by Aspergillus flavus and A. parasiticus derived elicitors","Siva Satya Mohan Jampala, Rita Mahapatra, Dhananjay R Patel","Archives of Phytopathology and Plant Protection","48","2","p120 - p134",2015,"10.1080/03235408.2014.884523","17-Nov-14","https://doi.org/10.1080/03235408.2014.884523",NA
"3241","Sclerotinia sclerotiorum","Characterization of pathogenic variants of Elsinoë fawcettii of citrus implies the presence of new pathotypes and cryptic species in Florida","Huey-Jiunn Bau, Kuang-Ren Chung, Hui-Ling Liao, Li-Yuan Wang","Canadian Journal of Plant Pathology","31","1","p28 - p37",2009,"10.1080/07060660909507569","1-Apr-10","https://doi.org/10.1080/07060660909507569",NA
"3242","Sclerotinia sclerotiorum","The Frequency of the Fungal Pathogen Exobasidium splendidum in Two Natural Stands of the Host Vaccinium vitis-idaea in the Subarctic Timberline Area","Kari Laine, Tuija Pehkonen, Hanna Ranta, Anne Tolvanen","Arctic, Antarctic, and Alpine Research","34","4","p428 - p433",2002,"10.1080/15230430.2002.12003513","1-May-18","https://doi.org/10.1080/15230430.2002.12003513",NA
"3243","Sclerotinia sclerotiorum","Phylogeny of Pezicula, Dermea and Neofabraea inferred from partial sequences of the nuclear ribosomal RNA gene cluster","Edwin C A Abeln, Marian A de Pagter, Gerard J M Verkley","Mycologia","92","4","p685 - p693",2000,"10.1080/00275514.2000.12061209","4-Jun-19","https://doi.org/10.1080/00275514.2000.12061209",NA
"3244","Sclerotinia sclerotiorum","Antimicrobial Activity of Ginger (Zingiber Officinale) and Its Application in Food Products","Silvia del Carmen Beristain-Bauza, Teresa Soledad Cid-Pérez, Paola Hernández-Carranza, Carlos Enrique Ochoa-Velasco, Irving Israel Ruiz-López, Raúl Ávila-Sosa","Food Reviews International","35","5","p407 - p426",2019,"10.1080/87559129.2019.1573829","4-Feb-19","https://doi.org/10.1080/87559129.2019.1573829",NA
"3245","Sclerotinia sclerotiorum","Co-incubation of dsRNA reduces proportion of viable spores of Ascosphaera apis, a honey bee fungal pathogen","Ralf Einspanier, Jay D Evans, Dino P McMahon, James P Tauber","Journal of Apicultural Research","59","5","p791 - p799",2020,"10.1080/00218839.2020.1754090","12-May-20","https://doi.org/10.1080/00218839.2020.1754090",NA
"3246","Sclerotinia sclerotiorum","Production of Trichoderma micropropagules as a biocontrol agent in static liquid culture conditions by using an integrated bioreactor system","Isik Coban, Sayit Sargin","Biocontrol Science and Technology","29","12","p1197 - p1214",2019,"10.1080/09583157.2019.1672621","30-Sep-19","https://doi.org/10.1080/09583157.2019.1672621",NA
"3247","Sclerotinia sclerotiorum","Proteinases and exopeptidases from the phytopathogenic fungus Ustilago maydis","César Hernández-Rodríguez, Yuridia Mercado-Flores, José Ruiz-Herrera, Lourdes Villa-Tanaca","Mycologia","95","2","p327 - p339",2003,"10.1080/15572536.2004.11833118","31-Jan-17","https://doi.org/10.1080/15572536.2004.11833118",NA
"3248","Sclerotinia sclerotiorum","Infection Process of Plectosporium tabacinum on False Cleavers (Galium spurium)","K L Bailey, D E Cole, X Li, K Mckee, T Mykietiak, M Sulz, W M Zhang","Biocontrol Science and Technology","13","3","p299 - p312",2003,"10.1085/0958315031000110328","6-Aug-10","https://doi.org/10.1085/0958315031000110328",NA
"3249","Sclerotinia sclerotiorum","Potential of Epicoccum purpurascens Strain 5615 AUMC as a Biocontrol Agent of Pythium irregulare Root Rot in Three Leguminous Plants","Esam H Ali, Mostafa Koutb","Mycobiology","38","4","p286 - p294",2010,"10.4489/myco.2010.38.4.286","22-Jun-18","https://doi.org/10.4489/myco.2010.38.4.286",NA
"3250","Sclerotinia sclerotiorum","Role of oil-seed cakes for the management of plant-parasitic nematodes and soil-inhabiting fungi on lentil and mungben","M Mashkoor Alam, Abdul Viqar Khan, Sartaj A Tiyagi","Archives of Phytopathology and Plant Protection","33","6","p453 - p472",2001,"10.1080/03235400109383368","2-Dec-08","https://doi.org/10.1080/03235400109383368",NA
"3251","Sclerotinia sclerotiorum","Biological control of stem rot of groundnut (Arachis hypogaea L.) caused by Sclerotium rolfsii Sacc. with actinomycetes","M Adhilakshmi, D Balachandar, K Ganesamurthy, P Latha, V Paranidharan, R Velazhahan","Archives of Phytopathology and Plant Protection","47","3","p298 - p311",2014,"10.1080/03235408.2013.809224","21-Jan-14","https://doi.org/10.1080/03235408.2013.809224",NA
"3252","Sclerotinia sclerotiorum","Application of 1D and 2D MFR reactor technology for the isolation of insecticidal and anti-microbial properties from pyrolysis bio-oils","Franco Berruti, Cedric Briens, Mohammad M Hossain, Ian M Scott","Journal of Environmental Science and Health, Part B","51","12","p860 - p867",2016,"10.1080/03601234.2016.1211908","12-Aug-16","https://doi.org/10.1080/03601234.2016.1211908",NA
"3253","Sclerotinia sclerotiorum","Prevalence of fungi and fusariotoxins on hard red spring and amber durum wheat seed from western Canada, 2000 to 2002","D Abramson, RM Clear, D Gaba, SK Patrick, DM Smith","Canadian Journal of Plant Pathology","27","4","p528 - p540",2005,"10.1080/07060660509507254","1-Apr-10","https://doi.org/10.1080/07060660509507254",NA
"3254","Sclerotinia sclerotiorum","Potential role of pollen and pollinators in the spread of blossom blight of seed alfalfa caused by Botrytis cinerea","Syama Chatterton, Dan Johnson, Jonathan Reich","Canadian Journal of Plant Pathology","37","4","p465 - p475",2015,"10.1080/07060661.2015.1119734","4-Dec-15","https://doi.org/10.1080/07060661.2015.1119734",NA
"3255","Sclerotinia sclerotiorum","Plant age affects elicitation of polyphenol oxidase activity by neem extract in Solanum lycopersicum against Pseudomonas syringae pv. tomato","Navodit Goel, Prabir Kumar Paul","Israel Journal of Plant Sciences","62","4","p283 - p293",2015,"10.1080/07929978.2015.1035606","22-May-15","https://doi.org/10.1080/07929978.2015.1035606",NA
"3256","Sclerotinia sclerotiorum","Recycling of Solid Organic Wastes Through Vermicomposting: Microbial Community Changes Throughout the Process and Use of Vermicompost as a Soil Amendment","J Domínguez, M Gómez-Brandón","Critical Reviews in Environmental Science and Technology","44","12","p1289 - p1312",2014,"10.1080/10643389.2013.763588","14-May-14","https://doi.org/10.1080/10643389.2013.763588",NA
"3257","Sclerotinia sclerotiorum","Effects of microbial volatile organic compounds on Ganoderma lucidum growth and ganoderic acids production in Co-v-cultures (volatile co-cultures)","Bahman Ebrahimi-Hosseinzadeh, Javad Hamedi, Ashrafalsadat Hatamian-Zarmi, Saman Hosseinkhani, Saeid Kalantari-Dehaghi, Zahra-Beagom Mokhtari-Hosseini, Fahimeh Nojoki","Preparative Biochemistry & Biotechnology","49","3","p286 - p297",2019,"10.1080/10826068.2018.1541809","1-Mar-19","https://doi.org/10.1080/10826068.2018.1541809",NA
"3258","Sclerotinia sclerotiorum","Differential expression of genes from Penicillium purpurogenum when grown on sugar beet pulp and glucose as carbon sources","Jaime Eyzaguirre, Carolina Klagges, Wladimir Mardones","Mycology","3","2","p109 - p118",2012,"10.1080/21501203.2011.637087","14-May-12","https://doi.org/10.1080/21501203.2011.637087",NA
"3259","Sclerotinia sclerotiorum","Exploitation of epiphytic bacterial antagonists for the management of post-harvest diseases of sweet pepper and other fresh produce - a viable option","Olayinka Ayobami Aiyegoro, Olubukola Oluranti Babalola, Tshifhiwa Paris Mamphogoro","Biocontrol Science and Technology","30","8","p741 - p761",2020,"10.1080/09583157.2020.1775175","6-Jun-20","https://doi.org/10.1080/09583157.2020.1775175",NA
"3260","Sclerotinia sclerotiorum","Rind distortion of lemon caused by Botrytis cinerea Pers","R A Fullerton, I C Hallett, F M Harris","New Zealand Journal of Crop and Horticultural Science","27","3","p205 - p214",1999,"10.1080/01140671.1999.9514098","22-Mar-10","https://doi.org/10.1080/01140671.1999.9514098",NA
"3261","Sclerotinia sclerotiorum","Evaluation of arbuscular mycorrhiza and other biocontrol agents in managing Fusarium oxysporum f. sp. Cubense infection in banana cv. Neypoovan","Saikat Chakraborty, HC Lakshmikantha, R Manjula, Sukhada Mohandas, YL Ramachandra, RD Rawal","Biocontrol Science and Technology","20","2","p165 - p181",2010,"10.1080/09583150903438439","14-Dec-09","https://doi.org/10.1080/09583150903438439",NA
"3262","Sclerotinia sclerotiorum","Oregano Essential Oil as an Antimicrobial and Antioxidant Additive in Food Products","J F Ayala-Zavala, MR Cruz-Valenzuela, GA Gonzalez-Aguilar, JM Leyva, LA Ortega-Ramirez, I Rodriguez-Garcia, MW Siddiqui, BA Silva-Espinoza","Critical Reviews in Food Science and Nutrition","56","10","p1717 - p1727",2016,"10.1080/10408398.2013.800832","13-Jun-16","https://doi.org/10.1080/10408398.2013.800832",NA
"3263","Sclerotinia sclerotiorum","Salt-Tolerant and Thermostable Glutaminases of Cryptococcus Species Form a New Glutaminase Family","Kotaro ITO, Yasuji KOYAMA, Tetsuya OGUMA, Genryou UMITSUKI","Bioscience, Biotechnology, and Biochemistry","75","7","p1317 - p1324",2011,"10.1271/bbb.110092","22-May-14","https://doi.org/10.1271/bbb.110092",NA
"3264","Sclerotinia sclerotiorum","Beta-glucans as immunostimulant in vertebrates and invertebrates","P Bossier, E Cox, S Soltanian, P Sorgeloos, E Stuyven","Critical Reviews in Microbiology","35","2","p109 - p138",2009,"10.1080/10408410902753746","14-Apr-09","https://doi.org/10.1080/10408410902753746",NA
"3265","Sclerotinia sclerotiorum","Verticillium wilt of alfalfa: epidemiology and control strategies","HC Huang","Canadian Journal of Plant Pathology","25","4","p328 - p338",2003,"10.1080/07060660309507088","1-Apr-10","https://doi.org/10.1080/07060660309507088",NA
"3266","Sclerotinia sclerotiorum","Defensins as anti-infective and immunomodulatory agents","Knut Adermann","Expert Opinion on Therapeutic Patents","16","9","p1223 - p1234",2006,"10.1517/13543776.16.9.1223","31-Aug-06","https://doi.org/10.1517/13543776.16.9.1223",NA
"3267","Sclerotinia sclerotiorum","A real-time PCR assay for detection of light leaf spot on Brassica crops in the Pacific Northwest of the USA","Briana Claassen, Althea M Hinds-Cook, Carol Mallory-Smith, Cynthia M Ocamb, Morgan Schneider, Maryna Serdani, William J Thomas","Canadian Journal of Plant Pathology","41","4","p566 - p575",2019,"10.1080/07060661.2019.1620337","12-Jun-19","https://doi.org/10.1080/07060661.2019.1620337",NA
"3268","Sclerotinia sclerotiorum","Screening of cauliflower (Brassica oleracea L. var. botrytis L.) germplasm for resistance to downy mildew [Hyaloperonospora parasitica Constant (Pers.:Fr) Fr.] and designing appropriate multiple resistance breeding strategies","P Kalia, R Kumar, S Kumar, V Kumar, B L Meena, P Sharma, S R Sharma, T R Sharma, S Singh","The Journal of Horticultural Science and Biotechnology","88","1","p103 - p109",2013,"10.1080/14620316.2013.11512942","7-Nov-15","https://doi.org/10.1080/14620316.2013.11512942",NA
"3269","Sclerotinia sclerotiorum","Broad-spectrum antimicrobial activity of volatile organic compounds from endophytic Pseudomonas putida BP25 against diverse plant pathogens","Valiya Nadakkakath Agisha, Santhosh Joseph Eapen, Aundy Kumar, Neelam Sheoran, Rajamma Suseelabhai","Biocontrol Science and Technology","29","11","p1069 - p1089",2019,"10.1080/09583157.2019.1657067","23-Aug-19","https://doi.org/10.1080/09583157.2019.1657067",NA
"3270","Sclerotinia sclerotiorum","Bacterial inhibition of fungal growth and pathogenicity","Jonathan R Kerr","Microbial Ecology in Health and Disease","11","3","p129 - p142",1999,"10.1080/089106099435709","11-Jul-09","https://doi.org/10.1080/089106099435709",NA
"3271","Sclerotinia sclerotiorum","Annual Meeting, 2010/Réunion annuelle, 2010: The Canadian Phytopathological Society","","Canadian Journal of Plant Pathology","33","2","p268 - p296",2011,"10.1080/07060661.2011.563054","8-Apr-11","https://doi.org/10.1080/07060661.2011.563054",NA
"3272","Sclerotinia sclerotiorum","Degradation of 3-(3',5' -Dichlorophenyl)-5,5-dimethyloxazolidine-2,4-dione by Plants, Soil and Light","Junshi Miyamoto, Seizo Sumida, Reiko Yoshihara","Agricultural and Biological Chemistry","37","12","p2781 - p2790",1973,"10.1080/00021369.1973.10861094","9-Sep-14","https://doi.org/10.1080/00021369.1973.10861094",NA
"3273","Sclerotinia sclerotiorum","Abundance and Diversity of Psychrotolerant Cultivable Mycobiota in Winter of a Former Aluminous Shale Mine","Henryk Bujak, Bartosz Kozak, Rafał Ogórek, Wojciech Pusz, Paweł P Zagożdżon","Geomicrobiology Journal","34","10","p823 - p833",2017,"10.1080/01490451.2017.1280860","30-Mar-17","https://doi.org/10.1080/01490451.2017.1280860",NA
"3274","Sclerotinia sclerotiorum","Pathogenicity and its alternation with both morphological and genetic variation in Plasmopara halstedii (sunflower downy mildew)","Nachaat Sakr","Archives of Phytopathology and Plant Protection","45","12","p1386 - p1404",2012,"10.1080/03235408.2012.674712","10-Jul-12","https://doi.org/10.1080/03235408.2012.674712",NA
"3275","Sclerotinia sclerotiorum","Hypovirulent isolates of Cryphonectria parasitica in southern Ontario","G J Boland, MM Dunn","Canadian Journal of Plant Pathology","15","4","p245 - p252",1993,"10.1080/07060669309501919","29-Dec-09","https://doi.org/10.1080/07060669309501919",NA
"3276","Sclerotinia sclerotiorum","Influence of different growth conditions on the survival and the efficacy of freeze-dried Pseudomonas fluorescens strain Pf153","IL Bisutti, K Hirt, D Stephan","Biocontrol Science and Technology","25","11","p1269 - p1284",2015,"10.1080/09583157.2015.1044498","24-Jul-15","https://doi.org/10.1080/09583157.2015.1044498",NA
"3277","Sclerotinia sclerotiorum","Carbohydrate composition during long-term storage of carrots as influenced by the time of harvest","T Nilsson","Journal of Horticultural Science","62","2","p191 - p203",1987,"10.1080/14620316.1987.11515769","27-Nov-15","https://doi.org/10.1080/14620316.1987.11515769",NA
"3278","Sclerotinia sclerotiorum","BIOHERBICIDES: RESEARCH AND RISKS","HAMED K ABBAS, C DOUGLAS BOYETTE, ROBERT E HOAGLAND, MARK A WEAVER","Toxin Reviews","26","4","p313 - p342",2007,"10.1080/15569540701603991","10-Oct-08","https://doi.org/10.1080/15569540701603991",NA
"3279","Sclerotinia sclerotiorum","Carbohydrates-The Renewable Raw Materials of High Biotechnological Value","Honnavally P Ramesh, Rudrapatnam N Tharanathan","Critical Reviews in Biotechnology","23","2","p149 - p173",2003,"10.1080/713609312","29-Sep-08","https://doi.org/10.1080/713609312",NA
"3280","Sclerotinia sclerotiorum","Cruciferous Vegetables, Mushrooms, and Gastrointestinal Cancer Risks in a Multicenter, Hospital-Based Case-Control Study in Japan","Helena Yukari Adachi, Tomoyuki Hanaoka, Megumi Hara, Tetsuro Ikekawa, Yoshio Kasuga, Minatsu Kobayashi, Yoichi Koizumi, Tsunetomo Matsuzawa, Ai Montani, Syusuke Natsukawa, Tetsuya Otani, Satoshi Sasaki, Kozo Shaura, Shoichiro Tsugane","Nutrition and Cancer","46","2","p138 - p147",2003,"10.1207/s15327914nc4602_06","18-Nov-09","https://doi.org/10.1207/s15327914nc4602_06",NA
