"","Keyword","Item.Title","Publication.Title","Book.Series.Title","Journal.Volume","Journal.Issue","Item.DOI","Authors","Publication.Year","URL","Content.Type","Kyeword"
"3720","Sclerotinia sclerotiorum","Abstracts of papers presented at the 11th congress of the phytopathological society of Israel February 15–16,1988 Bar-Ilan University, Ramat Gan, Israel","Phytoparasitica",NA,16,"1","10.1007/BF02979578","G. LoebensteinA. FranckH. AbirM. HolinE. BarakA. CohenE. ChalutzRuth Ben-ArieS. DrobyBatya WeissLeah KarniIlana KobilerEinav Bar-ShiraRivka Barkai-GolanHelena EyalD. Kadish",1988,"http://link.springer.com/article/10.1007/BF02979578","Article",NA
"3721","Sclerotinia sclerotiorum","Phylogenetic relationships ofSphaerophoraceae (Ascomycetes) inferred from SSU rDNA sequences","Plant Systematics and Evolution",NA,209,"2-Jan","10.1007/BF00991525","Mats WedinAnders TehlerAndrea Gargas",1998,"http://link.springer.com/article/10.1007/BF00991525","Article",NA
"3722","Sclerotinia sclerotiorum","A quantitative bioassay for extracellular metabolites that antagonize growth of filamentous fungi, and its use with biocontrol fungi","Mycopathologia",NA,137,"1","10.1023/A:1006814521872","Sue Mischke",1997,"http://link.springer.com/article/10.1023/A%3A1006814521872","Article",NA
"3723","Sclerotinia sclerotiorum","Loss of function of the Fusarium oxysporum SNF1 gene reduces virulence on cabbage and
Arabidopsis","Current Genetics",NA,44,"1","10.1007/s00294-003-0419-y","Manuel D. Ospina-GiraldoEwen MullinsSeogchan Kang",2003,"http://link.springer.com/article/10.1007/s00294-003-0419-y","Article",NA
"3724","Sclerotinia sclerotiorum","Genetic Diversity in Relation to Sexual and Asexual Reproduction in Populations of Melampsora larici-epitea","European Journal of Plant Pathology",NA,107,"9","10.1023/A:1013121809990","Berit SamilsValérie StepienUlf LagercrantzMartin LascouxUrban Gullberg",2001,"http://link.springer.com/article/10.1023/A%3A1013121809990","Article",NA
"3725","Sclerotinia sclerotiorum","Abstracts of papers presented at the Fifty-Third Annual Meeting of The Potato Association of America","American Potato Journal",NA,46,"11","10.1007/BF02868752","",1969,"http://link.springer.com/article/10.1007/BF02868752","Article",NA
"3726","Sclerotinia sclerotiorum","Molecular marker analysis of European Setosphaeria turcica populations","European Journal of Plant Pathology",NA,104,"6","10.1023/A:1008641920356","Dorothea S. BorchardtH. Günter WelzHartwig H. Geiger",1998,"http://link.springer.com/article/10.1023/A%3A1008641920356","Article",NA
"3727","Sclerotinia sclerotiorum","The population genetics of plant pathogens and breeding strategies for durable resistance","Euphytica",NA,124,"2","10.1023/A:1015678432355","Bruce A. McDonaldCeleste Linde",2002,"http://link.springer.com/article/10.1023/A%3A1015678432355","Article",NA
"3728","Sclerotinia sclerotiorum","Germin-like proteins: structure, phylogeny, and function","Journal of Plant Biology",NA,42,"2","10.1007/BF03031017","Clay CarterRobert W. Thornburg",1999,"http://link.springer.com/article/10.1007/BF03031017","Article",NA
"3729","Sclerotinia sclerotiorum","Salicylic Acid Induced Insensitivity to Culture Filtrate of Fusarium oxysporum f.sp. zingiberi in the Calli of Zingiber officinale Roscoe","European Journal of Plant Pathology",NA,108,"1","10.1023/A:1013915013127","PrachiTilak R. SharmaBrij M. Singh",2002,"http://link.springer.com/article/10.1023/A%3A1013915013127","Article",NA
"3730","Sclerotinia sclerotiorum","Higher level phylogenetic relationships of euascomycetes (Pezizomycotina) inferred from a combined analysis of nuclear and mitochondrial sequence data","Mycological Progress",NA,1,"1","10.1007/s11557-006-0005-z","H. Thorsten LumbschNora WirtzRalf LindemuthImke Schmitt",2002,"http://link.springer.com/article/10.1007/s11557-006-0005-z","Article",NA
"3731","Sclerotinia sclerotiorum","Monitoring the survival and spread of the biocontrol fungus Trichoderma atroviride (C65) on kiwifruit using a molecular marker","Australasian Plant Pathology",NA,33,"2","10.1071/AP03070","S. L. DoddR. A. HillA. Steward",2004,"http://link.springer.com/article/10.1071/AP03070","Article",NA
"3732","Sclerotinia sclerotiorum","A composite map of expressed sequences and phenotypic traits of the sunflower (Helianthus annuus L.) genome","Theoretical and Applied Genetics",NA,99,"2-Jan","10.1007/s001220051228","L. GentzbittelE. MestriesS. MouzeyarF. MazeyratS. BadaouiF. VearD. Tourvieille de LabrouheP. Nicolas",1999,"http://link.springer.com/article/10.1007/s001220051228","Article",NA
"3733","Sclerotinia sclerotiorum","Effect of Plant Growth-Promoting Rhizobacteria and Culture Filtrate of Sclerotium rolfsii on Phenolic and Salicylic Acid Contents in Chickpea (Cicer arietinum)","Current Microbiology",NA,46,"2","10.1007/s00284-002-3834-2","Udai P. SinghBirinchi K. SarmaDhananjaya P. Singh",2003,"http://link.springer.com/article/10.1007/s00284-002-3834-2","Article",NA
"3734","Sclerotinia sclerotiorum","Reactive oxygen species in regulation of fungal development","Biochemistry (Moscow)",NA,72,"10","10.1134/S0006297907100070","N. N. GesslerA. A. Aver’yanovT. A. Belozerskaya",2007,"http://link.springer.com/article/10.1134/S0006297907100070","Article",NA
"3735","Sclerotinia sclerotiorum","Abstracts of papers presented at the 8th conference of the Entomological Society of Israel Abstracts of papers presented at the 17th congress of the Israeli Phytopathological Society","Phytoparasitica",NA,24,"2","10.1007/BF02981408","Amnon FreidbergYoram össlerDavid NestelSmadar HirshNimrod IsraelyBoaz YuvalMeirav S. WarburgSigal BlayRoy KaspiOren HassonAmos RubinArieh LandesmanEdva ZakkayRuthi LevySalo MeidanMichal Mazor",1996,"http://link.springer.com/article/10.1007/BF02981408","Article",NA
"3736","Sclerotinia sclerotiorum","Selection and Screening of Endorhizosphere Bacteria from Solarized Soils as Biocontrol Agents Against Verticillium dahliae of Solanaceous Hosts","European Journal of Plant Pathology",NA,110,"1","10.1023/B:EJPP.0000010132.91241.cb","Eleftherios C. TjamosDimitrios I. TsitsigiannisSotirios E. TjamosPolymnia P. AntoniouPanayiotis Katinakis",2004,"http://link.springer.com/article/10.1023/B%3AEJPP.0000010132.91241.cb","Article",NA
"3737","Sclerotinia sclerotiorum","The 18S rDNA sequence of Synchytrium endobioticum and its utility in microarrays for the simultaneous detection of fungal and viral pathogens of potato","Applied Microbiology and Biotechnology",NA,68,"3","10.1007/s00253-005-1952-z","Ismail AbdullahiMarianne KoerblerHans StachewiczStephan Winter",2005,"http://link.springer.com/article/10.1007/s00253-005-1952-z","Article",NA
"3738","Sclerotinia sclerotiorum","Molecular characterization of Phoma tracheiphila, causal agent of Mal secco disease of citrus, in Israel","European Journal of Plant Pathology",NA,118,"2","10.1007/s10658-007-9128-6","David EzraTammy KroitorAvraham Sadowsky",2007,"http://link.springer.com/article/10.1007/s10658-007-9128-6","Article",NA
"3739","Sclerotinia sclerotiorum","Comparative Analysis of the Role of Substrate Specificity in Biological Control of Botrytis Elliptica in Lily and B. Cinerea in Cyclamen with Ulocladium Atrum","European Journal of Plant Pathology",NA,107,"3","10.1023/A:1011273613406","G.J.T. KesselB.H. de HaasC.H. Lombaers-van der PlasJ.E. van den EndeM.G. Pennock-VosW. van der WerfJ. Köhl",2001,"http://link.springer.com/article/10.1023/A%3A1011273613406","Article",NA
"3740","Sclerotinia sclerotiorum","Potentially durable resistance mechanisms in plants to specialised fungal pathogens","Euphytica",NA,124,"2","10.1023/A:1015634617334","Rients E. NiksDiego Rubiales",2002,"http://link.springer.com/article/10.1023/A%3A1015634617334","Article",NA
"3741","Sclerotinia sclerotiorum","In vitro evaluation of Trichoderma and Gliocladium antagonism against the symbiotic fungus of the leaf-cutting ant Atta cephalotes","Mycopathologia",NA,150,"2","10.1023/A:1010843413085","Adriana OrtizSergio Orduz",2001,"http://link.springer.com/article/10.1023/A%3A1010843413085","Article",NA
"3742","Sclerotinia sclerotiorum","Comparative EST analysis provides insights into the basal aquatic fungus Blastocladiella emersonii","BMC Genomics",NA,7,"1","10.1186/1471-2164-7-177","Karina F RibichichRaphaela C GeorgSuely L Gomes",2006,"http://link.springer.com/article/10.1186/1471-2164-7-177","Article",NA
"3743","Sclerotinia sclerotiorum","Molecular mapping and identification of QTL's associated to oat crown rust partial resistance","Euphytica",NA,150,"2-Jan","10.1007/s10681-006-9117-4","Marta M. BarbosaLuiz C. FederizziSandra C. K. MilachJosé A. MartinelliGladis C. Thomé",2006,"http://link.springer.com/article/10.1007/s10681-006-9117-4","Article",NA
"3744","Sclerotinia sclerotiorum","Establishment and characterization of Brassica juncea–Orychophragmus violaceus additions, substitutions and introgressions","Euphytica",NA,156,"2-Jan","10.1007/s10681-007-9367-9","Chuan-Yuan XuXiao-Ying ZengZai-Yun Li",2007,"http://link.springer.com/article/10.1007/s10681-007-9367-9","Article",NA
"3745","Sclerotinia sclerotiorum","Isolation and partial characterization of Bacillus subtilis ME488 for suppression of soilborne pathogens of cucumber and pepper","Applied Microbiology and Biotechnology",NA,80,"1","10.1007/s00253-008-1520-4","Soohee ChungHyesuk KongJeffrey S. BuyerDilip K. LakshmanJohn LydonSang-Dal KimDaniel P. Roberts",2008,"http://link.springer.com/article/10.1007/s00253-008-1520-4","Article",NA
"3746","Sclerotinia sclerotiorum","Mycotorula albicans associated with a disease of carrot","Mycopathologia",NA,1,"4","10.1007/BF00444201","O. VeronaR. Ciferri",1939,"http://link.springer.com/article/10.1007/BF00444201","Article",NA
"3747","Sclerotinia sclerotiorum","Role of glucose in production and repression of polygalacturonase and pectate 
lyase from phytopathogenic fungus Fusarium moniliforme NCIM 1276","World Journal of Microbiology and Biotechnology",NA,22,"9","10.1007/s11274-006-9119-3","Suryakant K. NitureAmeeta R. KumarAditi Pant",2006,"http://link.springer.com/article/10.1007/s11274-006-9119-3","Article",NA
"3748","Sclerotinia sclerotiorum","Jasmonic Acid and Salicylic Acid Induce Accumulation of β-1,3-Glucanase and Thaumatin-Like Proteins in Wheat and Enhance Resistance Against Stagonospora nodorum","Biologia Plantarum",NA,48,"3","10.1023/B:BIOP.0000041097.03177.2d","J. JayarajS. MuthukrishnanG.H. LiangR. Velazhahan",2004,"http://link.springer.com/article/10.1023/B%3ABIOP.0000041097.03177.2d","Article",NA
"3749","Sclerotinia sclerotiorum","Biotechnological advantages of laboratory-scale solid-state fermentation with fungi","Applied Microbiology and Biotechnology",NA,64,"2","10.1007/s00253-003-1504-3","U. HölkerM. HöferJ. Lenz",2004,"http://link.springer.com/article/10.1007/s00253-003-1504-3","Article",NA
"3750","Sclerotinia sclerotiorum","Effect of Microsphaeropsis ochracea on Production of Sclerotia-borne and Airborne Conidia of Botrytis squamosa","BioControl",NA,51,"1","10.1007/s10526-005-5807-4","Odile CarisseDaniel RollandDavid-Mathieu Tremblay",2006,"http://link.springer.com/article/10.1007/s10526-005-5807-4","Article",NA
"3751","Sclerotinia sclerotiorum","Utilization of the TEF1-a gene (TEF1) promoter for expression of polygalacturonase genes, pgaA and pgaB, in Aspergillus oryzae","Applied Microbiology and Biotechnology",NA,50,"1","10.1007/s002530051260","N. KitamotoJ. MatsuiY. KawaiA. KatoS. YoshinoK. OhmiyaN. Tsukagoshi",1998,"http://link.springer.com/article/10.1007/s002530051260","Article",NA
"3752","Sclerotinia sclerotiorum","Field performance of a weed-suppressing Serratia plymuthica strain applied with conventional spraying equipment","BioControl",NA,48,"6","10.1023/A:1026355930252","Ragnar WeissmannClaes UgglaBerndt Gerhardson",2003,"http://link.springer.com/article/10.1023/A%3A1026355930252","Article",NA
"3753","Sclerotinia sclerotiorum","Quantitative assessment of the interaction between the antagonistic fungus Talaromyces flavus and the wilt pathogen Verticillium dahliae on eggplant roots","Plant and Soil",NA,176,"1","10.1007/BF00017683","T. FahimaY. Henis",1995,"http://link.springer.com/article/10.1007/BF00017683","Article",NA
"3754","Sclerotinia sclerotiorum","Antibiotic production by bacterial biocontrol agents","Antonie van Leeuwenhoek",NA,81,"4-Jan","10.1023/A:1020501420831","Jos M. RaaijmakersMaria VlamiJorge T. de Souza",2002,"http://link.springer.com/article/10.1023/A%3A1020501420831","Article",NA
"3755","Sclerotinia sclerotiorum","Mononucleotide repeats are asymmetrically distributed in fungal genes","BMC Genomics",NA,9,"1","10.1186/1471-2164-9-596","Mark WJ van PasselLeo H de Graaff",2008,"http://link.springer.com/article/10.1186/1471-2164-9-596","Article",NA
"3756","Sclerotinia sclerotiorum","To be published in the next issue of BioControl","BioControl",NA,49,"4","10.1023/B:BICO.0000034901.98860.85","",2004,"http://link.springer.com/article/10.1023/B%3ABICO.0000034901.98860.85","Article",NA
"3757","Sclerotinia sclerotiorum","Helianthus tuberosus L. als Pilznährsubstrat","Die Kulturpflanze",NA,11,"1","10.1007/BF02136123","Alfred Rieth",1963,"http://link.springer.com/article/10.1007/BF02136123","Article",NA
"3758","Sclerotinia sclerotiorum","Screening techniques and sources of resistance to root diseases in cool season food legumes","Euphytica",NA,147,"2-Jan","10.1007/s10681-006-6963-z","Alessandro InfantinoMohamed KharratLuca RiccioniClarice J. CoyneKevin E. McPheeNiklaus J. Grünwald",2006,"http://link.springer.com/article/10.1007/s10681-006-6963-z","Article",NA
"3759","Sclerotinia sclerotiorum","d-Mannitol dehydrogenase and d-mannitol-1-phosphate dehydrogenase in Platymonas subcordiformis: some characteristics and their role in osmotic adaptation","Planta",NA,170,"4","10.1007/BF00402987","D. F. E. RichterG. O. Kirst",1987,"http://link.springer.com/article/10.1007/BF00402987","Article",NA
"3760","Sclerotinia sclerotiorum","Voetrot en „kanker” bij tomaat, veroorzaakt doorDidymella lycopersici","Netherlands Journal of Plant Pathology",NA,69,"6","10.1007/BF01989401","K. Verhoeff",1963,"http://link.springer.com/article/10.1007/BF01989401","Article",NA
"3761","Sclerotinia sclerotiorum","Agronomical and quality traits of runner bean germplasm and implications for breeding","Euphytica",NA,135,"2","10.1023/B:EUPH.0000014912.07993.e7","M. SantallaA.B. MonteagudoA.M. GonzálezA.M. De Ron",2004,"http://link.springer.com/article/10.1023/B%3AEUPH.0000014912.07993.e7","Article",NA
"3762","Sclerotinia sclerotiorum","Recurrent selection for resistance to Verticillium dahliae in pepper","Euphytica",NA,47,"1","10.1007/BF00040367","A. PalloixE. PochardT. PhalyA. M. Daubèze",1990,"http://link.springer.com/article/10.1007/BF00040367","Article",NA
"3763","Sclerotinia sclerotiorum","Association of aflatoxin biosynthesis and sclerotialdevelopment in Aspergillus parasiticus","Mycopathologia",NA,153,"1","10.1023/A:1015211915310","Perng-Kuang ChangJoan W. BennettPeter J. Cotty",2002,"http://link.springer.com/article/10.1023/A%3A1015211915310","Article",NA
"3764","Sclerotinia sclerotiorum","Molecular ecology of a Neolithic meadow: The DNA of the grass remains from the archaeological site of the Tyrolean Iceman","Experientia",NA,50,"6","10.1007/BF01921728","F. RolloW. AsciS. AntoniniI. MarotaM. Ubaldi",1994,"http://link.springer.com/article/10.1007/BF01921728","Article",NA
"3765","Sclerotinia sclerotiorum","Invasions by the Late Blight Pathogen: Renewed Sex and Enhanced Fitness","Biological Invasions",NA,3,"3","10.1023/A:1015200920772","C.D. SmartW.E. Fry",2001,"http://link.springer.com/article/10.1023/A%3A1015200920772","Article",NA
"3766","Sclerotinia sclerotiorum","Salicylic acid mediates resistance to the vascular wilt pathogen Fusarium oxysporum in the model host Arabidopsis thaliana","Australasian Plant Pathology",NA,35,"6","10.1071/AP06060","C. I. EdgarK. C. McGrathB. DombrechtJ. M. MannersD. C. MacleanP. M. SchenkK. Kazan",2006,"http://link.springer.com/article/10.1071/AP06060","Article",NA
"3767","Sclerotinia sclerotiorum","Quantitative detection of Monosporascus cannonballus in infected melon roots using real-time PCR","European Journal of Plant Pathology",NA,120,"2","10.1007/s10658-007-9203-z","Belén PicóCristina RoigAna FitaFernando Nuez",2008,"http://link.springer.com/article/10.1007/s10658-007-9203-z","Article",NA
"3768","Sclerotinia sclerotiorum","e-Fungi: a data resource for comparative analysis of fungal genomes","BMC Genomics",NA,8,"1","10.1186/1471-2164-8-426","Cornelia HedelerHan Min WongMichael J CornellIntikhab AlamDarren M SoanesMagnus RattraySimon J HubbardNicholas J TalbotStephen G OliverNorman W Paton",2007,"http://link.springer.com/article/10.1186/1471-2164-8-426","Article",NA
